"id","code","name","user_type_id/id","group_id/id","reconcile"
"l10n_fr.1_pcg_6815","681500","Dotations aux provisions pour risques et charges d'exploitation","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_68161","681610","Dotations aux dépréciations des immobilisations incorporelles","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_68162","681620","Dotations aux dépréciations des immobilisations corporelles","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_68173","681730","Dotations aux dépréciations des stocks et en-cours","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_68174","681740","Dotations aux dépréciations des créances","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6861","686100","Dotations aux amortissements des primes de remboursement des obligations","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6865","686500","Dotations aux provisions pour risques et charges financiers","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_68662","686620","Dotations aux dépréciations des immobilisations financières","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_68665","686650","Dotations aux dépréciations des valeurs mobilières de placement","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6868","686800","Autres dotations aux amortissements, dépréciations et provisions - Charges financières","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6871","687100","Dotations aux amortissements exceptionnels des immobilisations","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_68725","687250","Dotations aux provisions réglementées exceptionnelles (immobilisations) - Amortissements dérogatoires","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6873","687300","Dotations aux provisions réglementées exceptionnelles (stocks)","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6874","687400","Dotations aux autres provisions réglementées exceptionnelles","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6875","687500","Dotations aux provisions exceptionnelles","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6876","687600","Dotations aux dépréciations exceptionnelles","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_691","691000","Participation des salariés aux résultats","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6951","695100","Impôts sur les bénéfices dus en France","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6952","695200","Contribution additionnelle à l'impôt sur les bénéfices","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6954","695400","Impôts sur les bénéfices dus à l'étranger","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_696","696000","Supplément d'impôt sur les sociétés lié aux distributions","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_697","697000","Imposition forfaitaire annuelle des sociétés","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6981","698100","Intégration fiscale - Charges","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_6989","698900","Intégration fiscale - Produits","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_699","699000","Produits, Reports en arrière des déficits","account.data_account_type_expenses","","False"
"l10n_fr.1_pcg_7011","701100","Ventes de produits finis (ou groupe) A","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7012","701200","Ventes de produits finis (ou groupe) B","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_702","702000","Ventes de produits intermédiaires","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_703","703000","Ventes de produits résiduels","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7041","704100","Ventes de travaux de catégorie (ou activité) A","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7042","704200","Ventes de travaux de catégorie (ou activité) B","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_705","705000","Ventes d'études","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_706","706000","Ventes de prestations de services","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7071","707100","Ventes de marchandises (ou groupe) A","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7072","707200","Ventes de marchandises (ou groupe) B","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7073","707300","Ventes de marchandises à l'exportation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7081","708100","Produits des services exploités dans l'intérêt du personnel","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7082","708200","Commissions et courtages","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7083","708300","Locations diverses","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7084","708400","Mise à disposition de personnel facturée","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7085","708500","Ports et frais accessoires facturés","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7086","708600","Bonis sur reprises d'emballages consignés","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7087","708700","Bonifications obtenues des clients et primes sur ventes","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7088","708800","Autres produits d'activités annexes (cessions d'approvisionnements...)","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7091","709100","Rabais, remises et ristournes sur ventes de produits finis","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7092","709200","Rabais, remises et ristournes sur ventes de produits intermédiaires","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7094","709400","Rabais, remises et ristournes sur travaux","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7095","709500","Rabais, remises et ristournes sur études","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7096","709600","Rabais, remises et ristournes sur prestations de services","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7097","709700","Rabais, remises et ristournes sur ventes de marchandises","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7098","709800","Rabais, remises et ristournes sur produits des activités annexes","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_71331","713310","Variation des en-cours de production de biens - Produits en cours","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_71335","713350","Variation des en-cours de production de biens - Travaux en cours","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_71341","713410","Variation des en-cours de production de services - Études en cours","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_71345","713450","Variation des en-cours de production de services - Prestations de services en cours","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_71351","713510","Variation des stocks de produits intermédiaires","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_71355","713550","Variation des stocks de produits finis","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_71358","713580","Variation des stocks de produits résiduels","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_721","721000","Production immobilisée - Immobilisations incorporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_722","722000","Production immobilisée - Immobilisations corporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_74","740000","Subventions d'exploitation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7511","751100","Redevances pour concessions, brevets, licences, marques, procédés, logiciels","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7516","751600","Droits d'auteur et de reproduction","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7518","751800","Redevances pour autres droits et valeurs similaires","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_752","752000","Revenus des immeubles non affectés aux activités professionnelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_753","753000","Jetons de présence et rémunérations d'administrateurs, gérants..","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_754","754000","Ristournes perçues des coopératives (provenant des excédents)","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7551","755100","Quote-part de perte transférée (comptabilité du gérant)","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7555","755500","Quote-part de bénéfice attribuée (comptabilité des associés non-gérants)","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_758","758000","Produits divers de gestion courante","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7611","761100","Revenus des titres de participation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7616","761600","Revenus sur autres formes de participation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7621","762100","Revenus des titres immobilisés","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7626","762600","Revenus des prêts","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7627","762700","Revenus des créances immobilisées","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7631","763100","Revenus des créances commerciales","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7638","763800","Revenus des créances diverses","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_764","764000","Revenus des valeurs mobilières de placement","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_765","765000","Escomptes obtenus","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_766","766000","Gains de change","account.data_account_type_other_income","","False"
"l10n_fr.1_pcg_767","767000","Produits nets sur cessions de valeurs mobilières de placement","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_768","768000","Autres produits financiers","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7711","771100","Produits exceptionnels - Dédits et pénalités perçus sur achats et sur ventes","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7713","771300","Produits exceptionnels - Libéralités reçues","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7714","771400","Produits exceptionnels - Rentrées sur créances amorties","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7715","771500","Produits exceptionnels - Subventions d'équilibre","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7717","771700","Produits exceptionnels - Dégrèvements d'impôts autres qu'impôts sur les bénéfices","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7718","771800","Autres produits exceptionnels sur opérations de gestion","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_772","772000","Produits exceptionnels sur exercices antérieurs (en cours d'exercice seulement)","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7751","775100","Produits exceptionnels des cessions d'éléments d'actif - Immobilisations incorporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7752","775200","Produits exceptionnels des cessions d'éléments d'actif - Immobilisations corporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7756","775600","Produits exceptionnels des cessions d'éléments d'actif - Immobilisations financières","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7758","775800","Produits exceptionnels des cessions d'éléments d'actif - Autres éléments d'actif","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_777","777000","Produits exceptionnels - Quote-part des subventions d'investissement virée au résultat de l'exercice","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7781","778100","Produits exceptionnels - Bonis provenant de clauses d'indexation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7782","778200","Produits exceptionnels - Lots","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7783","778300","Produits exceptionnels - Bonis provenant du rachat par l'entreprise d'actions et d'obligations émises par elle-même","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7788","778800","Produits exceptionnels divers","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78111","781110","Reprises sur amortissements des immobilisations incorporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78112","781120","Reprises sur amortissements des immobilisations corporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7815","781500","Reprises sur provisions d'exploitation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78161","781610","Reprises sur dépréciations des immobilisations incorporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78162","781620","Reprises sur dépréciations des immobilisations corporelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78173","781730","Reprises sur dépréciations des actifs circulants - Stocks et en-cours","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78174","781740","Reprises sur dépréciations des actifs circulants - Créances","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7865","786500","Reprises sur provisions financières","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78662","786620","Reprises sur dépréciations des immobilisations financières","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78665","786650","Reprises sur dépréciations des valeurs mobilières de placement","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78725","787250","Reprises sur provisions réglementées (immobilisations) - Amortissements dérogatoires","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78726","787260","Reprises sur provisions réglementées (immobilisations) - Provision spéciale de réévaluation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_78727","787270","Reprises sur provisions réglementées (immobilisations) - Plus-values réinvesties","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7873","787300","Reprises sur provisions réglementées (stocks)","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7874","787400","Reprises sur autres provisions réglementées","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7875","787500","Reprises sur provisions exceptionnelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_7876","787600","Reprises sur dépréciations exceptionnelles","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_791","791000","Transferts de charges d'exploitation","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_796","796000","Transferts de charges financières","account.data_account_type_revenue","","False"
"l10n_fr.1_pcg_797","797000","Transferts de charges exceptionnelles","account.data_account_type_revenue","","False"
